order_id,customer_id,product_id,category,quantity,price,discount_pct,order_date,delivery_days,payment_mode
ORD0285,CUST065,PROD111,Home,1,13820,30,2026-05-03 08:46:51.735414,2,UPI
ORD0286,CUST195,PROD014,Fashion,2,1701,30,2025-12-30 08:46:51.736028,8,Card
ORD0287,CUST250,PROD157,Fashion,3,4974,30,2024-07-29 08:46:51.736299,8,Card
ORD0288,CUST031,PROD114,Fashion,3,2111,30,2025-06-08 08:46:51.735263,6,COD
ORD0289,CUST289,PROD025,Home,3,1661,5,2024-05-03 08:46:51.736468,9,COD
ORD0290,CUST280,PROD177,Grocery,4,983,20,2025-04-29 08:46:51.736430,8,COD
ORD0291,CUST096,PROD151,Fashion,4,3423,0,2024-06-06 08:46:51.735592,4,Card
ORD0292,CUST173,PROD037,Electronics,3,56048,0,2025-06-11 08:46:51.735928,7,Card
ORD0293,CUST293,PROD037,Electronics,5,27463,10,2025-11-10 08:46:51.736485,6,UPI
ORD0294,CUST289,PROD094,Grocery,3,871,10,2024-10-12 08:46:51.736468,6,Card
ORD0295,CUST067,PROD097,Fashion,3,2695,0,2025-02-24 08:46:51.735426,5,Card
ORD0296,CUST234,PROD123,Grocery,1,1544,5,2025-03-06 08:46:51.736196,5,Card
ORD0297,CUST127,PROD134,Home,5,11069,0,2024-12-15 08:46:51.735727,5,UPI
ORD0298,CUST107,PROD079,Fashion,3,1286,10,2024-10-05 08:46:51.735639,8,UPI
ORD0299,CUST272,PROD121,Home,3,9078,0,2026-09-19 08:46:51.736395,4,UPI
ORD0300,CUST027,PROD015,Grocery,5,1586,20,2025-07-05 08:46:51.735245,8,UPI
ORD0301,CUST096,PROD169,Grocery,2,622,30,2025-02-22 08:46:51.735592,6,UPI
ORD0302,CUST238,PROD105,Grocery,5,1294,30,2025-06-24 08:46:51.736247,3,UPI
ORD0303,CUST107,PROD188,Home,3,5246,20,2025-02-21 08:46:51.735639,5,COD
ORD0304,CUST218,PROD030,Fashion,5,2417,20,2025-10-26 08:46:51.736127,5,UPI
ORD0305,CUST114,PROD101,Grocery,5,420,10,2026-05-12 08:46:51.735670,9,UPI
ORD0306,CUST054,PROD097,Electronics,1,70623,30,2025-12-10 08:46:51.735366,7,UPI
ORD0307,CUST047,PROD122,Fashion,2,1275,5,2026-09-04 08:46:51.735335,4,UPI
ORD0308,CUST122,PROD079,Electronics,3,38269,30,2024-10-08 08:46:51.735705,7,Card
ORD0309,CUST122,PROD161,Electronics,1,26776,0,2025-03-15 08:46:51.735705,5,UPI
ORD0310,CUST148,PROD165,Fashion,5,2328,5,2025-05-11 08:46:51.735818,2,Card
ORD0311,CUST077,PROD114,Electronics,2,59787,5,2025-11-11 08:46:51.735469,9,UPI
ORD0312,CUST214,PROD156,Grocery,1,604,30,2024-04-14 08:46:51.736110,8,COD
ORD0313,CUST063,PROD123,Fashion,5,1479,30,2026-06-03 08:46:51.735405,9,Card
ORD0314,CUST198,PROD116,Grocery,3,1608,30,2024-04-29 08:46:51.736041,7,UPI
ORD0315,CUST095,PROD039,Grocery,3,1965,20,2026-02-08 08:46:51.735588,6,UPI
ORD0316,CUST202,PROD161,Electronics,5,21984,5,2025-09-17 08:46:51.736058,7,UPI
ORD0317,CUST284,PROD139,Fashion,1,2775,10,2025-10-15 08:46:51.736447,9,Card
ORD0318,CUST106,PROD051,Grocery,5,461,5,2025-04-14 08:46:51.735635,6,UPI
ORD0319,CUST023,PROD011,Electronics,1,57199,20,2025-09-20 08:46:51.735228,9,UPI
ORD0320,CUST178,PROD020,Home,3,2213,30,2024-12-28 08:46:51.735951,4,UPI
ORD0321,CUST025,PROD088,Electronics,5,38913,0,2025-05-04 08:46:51.735236,7,COD
ORD0322,CUST143,PROD072,Grocery,4,265,0,2025-05-01 08:46:51.735796,5,COD
ORD0323,CUST244,PROD087,Fashion,1,789,0,2026-01-18 08:46:51.736273,3,Card
ORD0324,CUST258,PROD038,Home,1,10185,5,2026-05-13 08:46:51.736334,3,Card
ORD0325,CUST157,PROD055,Home,3,9820,30,2025-06-01 08:46:51.735860,2,Card
ORD0326,CUST209,PROD126,Fashion,5,4054,10,2025-08-28 08:46:51.736089,7,UPI
ORD0327,CUST127,PROD045,Fashion,2,630,10,2025-09-17 08:46:51.735727,9,UPI
ORD0328,CUST261,PROD129,Electronics,1,38969,5,2026-12-01 08:46:51.736347,2,Card
ORD0329,CUST223,PROD037,Fashion,2,1962,30,2025-05-11 08:46:51.736148,4,UPI
ORD0330,CUST243,PROD049,Fashion,2,910,20,2025-04-06 08:46:51.736268,6,COD
ORD0331,CUST061,PROD047,Home,1,11600,10,2024-12-14 08:46:51.735397,9,UPI
ORD0332,CUST134,PROD166,Electronics,4,54554,0,2025-01-01 08:46:51.735758,7,UPI
ORD0333,CUST132,PROD169,Electronics,4,57812,0,2025-02-14 08:46:51.735749,9,UPI
ORD0334,CUST279,PROD094,Grocery,4,1047,20,2025-10-10 08:46:51.736425,8,COD
ORD0335,CUST279,PROD193,Fashion,4,3801,5,2026-04-06 08:46:51.736425,9,COD
ORD0336,CUST293,PROD098,Fashion,5,969,20,2025-09-01 08:46:51.736485,9,UPI
ORD0337,CUST294,PROD063,Electronics,5,20208,30,2024-08-15 08:46:51.736490,9,UPI
ORD0338,CUST056,PROD100,Home,3,7664,30,2025-01-03 08:46:51.735375,3,Card
ORD0339,CUST202,PROD038,Grocery,3,127,0,2026-05-02 08:46:51.736058,9,Card
ORD0340,CUST223,PROD176,Grocery,2,1747,10,2026-04-22 08:46:51.736148,8,UPI
ORD0341,CUST121,PROD111,Electronics,2,76897,30,2024-10-07 08:46:51.735700,4,COD
ORD0342,CUST066,PROD051,Grocery,3,660,5,2025-07-20 08:46:51.735421,7,UPI
ORD0343,CUST271,PROD157,Home,1,1811,30,2026-06-03 08:46:51.736391,2,UPI
ORD0344,CUST042,PROD067,Fashion,5,752,10,2025-08-03 08:46:51.735311,5,UPI
ORD0345,CUST147,PROD081,Electronics,3,55415,10,2024-05-08 08:46:51.735813,4,Card
ORD0346,CUST011,PROD167,Grocery,4,1503,10,2025-10-21 08:46:51.735175,6,UPI
ORD0347,CUST148,PROD154,Electronics,4,46158,5,2025-12-29 08:46:51.735818,6,Card
ORD0348,CUST130,PROD152,Fashion,4,4002,5,2026-03-27 08:46:51.735740,5,Card
ORD0349,CUST050,PROD020,Home,2,7135,10,2025-12-07 08:46:51.735348,7,COD
ORD0350,CUST061,PROD135,Electronics,4,60242,30,2024-11-11 08:46:51.735397,3,UPI
ORD0351,CUST192,PROD009,Home,3,10622,30,2024-07-14 08:46:51.736015,4,UPI
ORD0352,CUST058,PROD083,Grocery,3,977,5,2025-10-11 08:46:51.735383,3,COD
ORD0353,CUST092,PROD062,Electronics,5,35437,10,2026-11-21 08:46:51.735574,7,UPI
ORD0354,CUST061,PROD133,Fashion,5,3163,30,2025-06-11 08:46:51.735397,5,UPI
ORD0355,CUST270,PROD181,Grocery,3,118,30,2025-12-02 08:46:51.736386,9,Card
ORD0356,CUST231,PROD037,Electronics,5,34181,0,2026-04-24 08:46:51.736182,5,Card
ORD0357,CUST264,PROD185,Electronics,4,63026,20,2025-12-18 08:46:51.736360,4,UPI
ORD0358,CUST142,PROD161,Electronics,4,22228,20,2026-05-05 08:46:51.735792,7,COD
ORD0359,CUST255,PROD101,Electronics,4,39195,20,2025-02-08 08:46:51.736321,9,UPI
ORD0360,CUST216,PROD085,Grocery,5,1460,20,2025-10-17 08:46:51.736119,2,Card
ORD0361,CUST092,PROD150,Fashion,2,2474,20,2025-12-09 08:46:51.735574,6,Card
ORD0362,CUST193,PROD119,Home,2,8061,5,2025-10-23 08:46:51.736020,3,Card
ORD0363,CUST238,PROD193,Fashion,1,2573,10,2024-11-26 08:46:51.736247,4,Card
ORD0364,CUST248,PROD189,Grocery,4,308,20,2024-12-19 08:46:51.736290,3,UPI
ORD0365,CUST191,PROD025,Home,4,8860,5,2025-08-27 08:46:51.736011,4,UPI
ORD0366,CUST005,PROD096,Electronics,3,78782,20,2026-10-09 08:46:51.735147,9,Card
ORD0367,CUST149,PROD096,Fashion,3,4362,0,2026-10-26 08:46:51.735822,5,COD
ORD0368,CUST148,PROD191,Grocery,3,1742,5,2025-08-27 08:46:51.735818,9,COD
ORD0369,CUST044,PROD177,Home,5,3642,10,2026-04-18 08:46:51.735322,8,Card
ORD0370,CUST208,PROD177,Home,2,14763,0,2025-05-26 08:46:51.736084,9,COD
ORD0371,CUST042,PROD110,Fashion,5,648,5,2025-09-08 08:46:51.735311,9,UPI
ORD0372,CUST293,PROD092,Grocery,4,1017,0,2025-08-11 08:46:51.736485,5,UPI
ORD0373,CUST280,PROD127,Fashion,1,3055,0,2026-03-05 08:46:51.736430,6,UPI
ORD0374,CUST193,PROD112,Fashion,3,2283,20,2025-08-11 08:46:51.736020,3,Card
ORD0375,CUST147,PROD062,Fashion,5,4205,30,2024-02-18 08:46:51.735813,3,Card
ORD0376,CUST184,PROD097,Grocery,2,136,0,2024-03-15 08:46:51.735977,7,UPI
ORD0377,CUST254,PROD027,Home,3,2196,30,2024-04-21 08:46:51.736316,8,COD
ORD0378,CUST022,PROD139,Electronics,3,53679,0,2025-09-20 08:46:51.735223,7,UPI
ORD0379,CUST030,PROD069,Fashion,2,3407,0,2025-09-05 08:46:51.735259,3,UPI
ORD0380,CUST114,PROD023,Fashion,4,1901,5,2026-05-25 08:46:51.735670,2,UPI
ORD0381,CUST065,PROD022,Fashion,5,3607,30,2026-06-26 08:46:51.735414,2,UPI
ORD0382,CUST221,PROD196,Grocery,1,593,0,2025-12-08 08:46:51.736140,3,Card
ORD0383,CUST236,PROD189,Grocery,5,742,0,2025-09-02 08:46:51.736236,4,Card
ORD0384,CUST013,PROD024,Fashion,1,2596,0,2026-05-17 08:46:51.735184,6,UPI
ORD0385,CUST018,PROD153,Grocery,5,1326,30,2024-05-03 08:46:51.735206,8,Card
ORD0386,CUST048,PROD166,Grocery,4,461,0,2025-08-08 08:46:51.735340,5,Card
ORD0387,CUST026,PROD096,Grocery,1,861,0,2025-09-08 08:46:51.735241,3,UPI
ORD0388,CUST063,PROD094,Grocery,5,476,5,2026-09-11 08:46:51.735405,2,UPI
ORD0389,CUST115,PROD164,Electronics,2,79323,30,2024-11-05 08:46:51.735674,3,Card
ORD0390,CUST255,PROD078,Home,2,1815,0,2025-07-09 08:46:51.736321,6,UPI
ORD0391,CUST284,PROD065,Grocery,4,1286,5,2024-12-20 08:46:51.736447,4,UPI
ORD0392,CUST179,PROD031,Fashion,3,524,20,2026-01-27 08:46:51.735955,5,UPI
ORD0393,CUST006,PROD056,Electronics,1,23413,20,2026-02-07 08:46:51.735152,2,UPI
ORD0394,CUST130,PROD121,Grocery,1,1284,30,2026-09-17 08:46:51.735740,8,UPI
ORD0395,CUST088,PROD137,Fashion,1,975,0,2025-07-30 08:46:51.735557,7,COD
ORD0396,CUST085,PROD019,Fashion,4,4089,30,2026-03-31 08:46:51.735544,3,UPI
ORD0397,CUST122,PROD074,Grocery,1,986,20,2025-08-31 08:46:51.735705,6,UPI
ORD0398,CUST197,PROD165,Fashion,3,3449,30,2026-06-02 08:46:51.736037,8,UPI
ORD0399,CUST224,PROD043,Fashion,5,3325,20,2024-11-09 08:46:51.736153,7,Card
ORD0400,CUST156,PROD081,Home,3,12227,30,2024-06-12 08:46:51.735856,6,UPI
ORD0401,CUST180,PROD138,Electronics,3,70628,5,2026-03-16 08:46:51.735959,8,UPI
ORD0402,CUST179,PROD148,Grocery,3,1904,20,2025-05-25 08:46:51.735955,8,COD
ORD0403,CUST264,PROD115,Fashion,2,2965,20,2026-05-28 08:46:51.736360,4,Card
ORD0404,CUST171,PROD036,Fashion,3,4293,10,2024-08-01 08:46:51.735920,5,UPI
ORD0405,CUST244,PROD116,Fashion,5,815,30,2025-02-14 08:46:51.736273,6,Card
ORD0406,CUST179,PROD064,Electronics,1,42214,10,2026-01-26 08:46:51.735955,9,UPI
ORD0407,CUST053,PROD043,Grocery,1,1591,0,2026-03-22 08:46:51.735361,4,UPI
ORD0408,CUST052,PROD053,Fashion,1,2777,10,2025-10-12 08:46:51.735357,3,UPI
ORD0409,CUST256,PROD185,Electronics,2,71294,20,2026-02-28 08:46:51.736325,3,COD
ORD0410,CUST237,PROD026,Grocery,5,1480,20,2025-03-04 08:46:51.736242,2,UPI
ORD0411,CUST090,PROD194,Electronics,5,51017,20,2026-06-04 08:46:51.735565,9,UPI
ORD0412,CUST265,PROD044,Home,1,14354,20,2026-09-20 08:46:51.736364,2,UPI
ORD0413,CUST209,PROD147,Home,1,2116,30,2025-05-31 08:46:51.736089,4,UPI
ORD0414,CUST040,PROD106,Fashion,1,3326,10,2024-12-02 08:46:51.735302,3,Card
ORD0415,CUST233,PROD123,Fashion,3,2459,5,2025-05-24 08:46:51.736191,7,Card
ORD0416,CUST257,PROD056,Fashion,5,4438,20,2025-10-31 08:46:51.736329,8,Card
ORD0417,CUST271,PROD190,Fashion,1,3679,10,2026-05-29 08:46:51.736391,4,UPI
ORD0418,CUST149,PROD174,Fashion,1,2118,5,2026-09-21 08:46:51.735822,9,Card
ORD0419,CUST112,PROD143,Home,3,11848,5,2026-05-21 08:46:51.735662,4,UPI
ORD0420,CUST054,PROD192,Grocery,5,1211,20,2026-01-12 08:46:51.735366,5,UPI
ORD0421,CUST166,PROD079,Grocery,1,468,10,2026-01-29 08:46:51.735898,2,Card
ORD0422,CUST049,PROD130,Home,1,7982,30,2026-03-18 08:46:51.735344,5,Card
ORD0423,CUST094,PROD028,Electronics,4,31882,10,2025-08-01 08:46:51.735583,5,COD
ORD0424,CUST152,PROD005,Fashion,4,813,30,2025-06-05 08:46:51.735838,9,COD
ORD0425,CUST085,PROD077,Home,3,10441,5,2025-07-23 08:46:51.735544,2,UPI
ORD0426,CUST254,PROD032,Grocery,4,268,30,2024-07-13 08:46:51.736316,6,Card
ORD0427,CUST227,PROD009,Grocery,4,1999,10,2026-04-22 08:46:51.736165,6,UPI
ORD0428,CUST189,PROD079,Electronics,3,52153,0,2026-06-12 08:46:51.735998,7,COD
ORD0429,CUST135,PROD072,Grocery,5,1212,5,2026-06-03 08:46:51.735762,5,UPI
ORD0430,CUST050,PROD187,Home,5,11971,30,2025-06-04 08:46:51.735348,8,Card
ORD0431,CUST130,PROD038,Home,2,1610,20,2026-09-02 08:46:51.735740,9,UPI
ORD0432,CUST163,PROD145,Fashion,5,2917,10,2024-12-06 08:46:51.735886,2,UPI
ORD0433,CUST195,PROD011,Home,2,3371,10,2025-07-23 08:46:51.736028,2,Card
ORD0434,CUST171,PROD061,Fashion,2,4248,20,2024-11-25 08:46:51.735920,3,Card
ORD0435,CUST096,PROD196,Fashion,4,3446,10,2024-07-26 08:46:51.735592,4,Card
ORD0436,CUST001,PROD135,Electronics,4,27134,5,2026-08-12 08:46:51.735067,9,UPI
ORD0437,CUST162,PROD129,Grocery,1,1545,10,2025-05-15 08:46:51.735881,5,UPI
ORD0438,CUST161,PROD135,Grocery,3,488,5,2024-10-29 08:46:51.735877,2,UPI
ORD0439,CUST196,PROD001,Grocery,2,712,30,2025-05-17 08:46:51.736032,6,Card
ORD0440,CUST192,PROD106,Home,2,3477,0,2024-10-31 08:46:51.736015,7,UPI
ORD0441,CUST108,PROD147,Electronics,3,36014,30,2025-08-17 08:46:51.735644,8,UPI
ORD0442,CUST068,PROD090,Home,4,1548,5,2026-07-25 08:46:51.735430,7,UPI
ORD0443,CUST274,PROD136,Fashion,2,4607,5,2024-08-19 08:46:51.736404,7,UPI
ORD0444,CUST005,PROD059,Fashion,1,4419,5,2026-09-12 08:46:51.735147,4,UPI
ORD0445,CUST183,PROD178,Grocery,1,409,10,2025-08-30 08:46:51.735972,3,UPI
ORD0446,CUST033,PROD096,Fashion,5,3555,10,2026-06-29 08:46:51.735272,9,UPI
ORD0447,CUST060,PROD151,Electronics,2,34973,0,2025-02-23 08:46:51.735392,2,UPI
ORD0448,CUST072,PROD076,Fashion,2,2510,0,2025-05-16 08:46:51.735447,5,COD
ORD0449,CUST221,PROD042,Fashion,2,3633,0,2025-12-19 08:46:51.736140,4,COD
ORD0450,CUST119,PROD167,Home,5,7848,5,2024-11-07 08:46:51.735691,5,UPI
ORD0451,CUST124,PROD099,Fashion,5,2124,5,2026-10-01 08:46:51.735714,4,Card
ORD0452,CUST259,PROD031,Grocery,2,1614,0,2025-01-05 08:46:51.736338,6,Card
ORD0453,CUST159,PROD063,Grocery,3,366,0,2025-08-12 08:46:51.735868,8,Card
ORD0454,CUST173,PROD054,Grocery,1,228,10,2025-07-22 08:46:51.735928,8,COD
ORD0455,CUST018,PROD138,Electronics,4,27547,10,2025-01-05 08:46:51.735206,8,UPI
ORD0456,CUST054,PROD028,Electronics,2,35586,0,2026-05-17 08:46:51.735366,6,UPI
ORD0457,CUST141,PROD154,Home,4,8241,5,2025-03-20 08:46:51.735788,6,Card
ORD0458,CUST033,PROD001,Home,5,10635,5,2025-11-08 08:46:51.735272,7,UPI
ORD0459,CUST158,PROD076,Grocery,3,1984,10,2026-01-30 08:46:51.735864,5,Card
ORD0460,CUST073,PROD155,Electronics,5,47431,5,2025-10-14 08:46:51.735452,2,COD
ORD0461,CUST075,PROD189,Fashion,2,2280,30,2025-09-13 08:46:51.735460,5,UPI
ORD0462,CUST103,PROD173,Electronics,4,49264,30,2024-05-04 08:46:51.735622,9,UPI
ORD0463,CUST267,PROD080,Grocery,3,1979,0,2025-11-04 08:46:51.736372,6,COD
ORD0464,CUST029,PROD159,Home,3,10716,20,2026-05-17 08:46:51.735254,8,UPI
ORD0465,CUST052,PROD090,Grocery,4,1976,0,2025-04-29 08:46:51.735357,6,UPI
ORD0466,CUST032,PROD034,Grocery,4,1890,10,2025-06-02 08:46:51.735267,6,UPI
ORD0467,CUST116,PROD156,Electronics,1,41802,30,2024-12-02 08:46:51.735679,3,COD
ORD0468,CUST273,PROD150,Grocery,3,1461,0,2024-10-29 08:46:51.736399,8,Card
ORD0469,CUST078,PROD039,Grocery,5,240,0,2026-04-30 08:46:51.735474,6,Card
ORD0470,CUST076,PROD160,Electronics,5,52593,10,2026-05-11 08:46:51.735464,2,Card
ORD0471,CUST300,PROD024,Home,5,3280,20,2026-07-06 08:46:51.736516,7,Card
ORD0472,CUST275,PROD039,Fashion,2,1352,0,2024-11-22 08:46:51.736408,8,COD
ORD0473,CUST288,PROD159,Grocery,4,467,0,2026-08-02 08:46:51.736464,4,UPI
ORD0474,CUST140,PROD141,Fashion,4,2586,5,2026-04-14 08:46:51.735783,3,UPI
ORD0475,CUST230,PROD132,Fashion,3,3821,10,2026-04-06 08:46:51.736178,3,Card
ORD0476,CUST139,PROD087,Home,2,7366,0,2025-03-05 08:46:51.735779,8,Card
ORD0477,CUST163,PROD102,Home,2,10493,20,2025-04-07 08:46:51.735886,4,UPI
ORD0478,CUST082,PROD023,Fashion,3,3374,5,2025-07-23 08:46:51.735491,3,UPI
ORD0479,CUST142,PROD194,Grocery,1,1086,5,2025-07-24 08:46:51.735792,5,COD
ORD0480,CUST238,PROD040,Electronics,4,52545,0,2024-12-02 08:46:51.736247,7,UPI
ORD0481,CUST291,PROD075,Home,3,6279,10,2025-02-16 08:46:51.736477,9,COD
ORD0482,CUST198,PROD184,Fashion,5,3322,30,2024-07-31 08:46:51.736041,2,Card
ORD0483,CUST294,PROD145,Electronics,4,72033,5,2025-08-01 08:46:51.736490,6,COD
ORD0484,CUST004,PROD117,Grocery,3,1971,0,2025-12-17 08:46:51.735142,4,UPI
ORD0485,CUST154,PROD002,Fashion,2,1798,5,2024-11-23 08:46:51.735847,4,UPI
ORD0486,CUST262,PROD198,Grocery,1,482,20,2025-12-04 08:46:51.736351,4,COD
ORD0487,CUST300,PROD010,Home,5,2918,10,2026-10-04 08:46:51.736516,2,UPI
ORD0488,CUST293,PROD133,Electronics,3,22940,30,2025-07-16 08:46:51.736485,4,Card
ORD0489,CUST297,PROD029,Electronics,1,41258,0,2026-07-18 08:46:51.736503,9,UPI
ORD0490,CUST244,PROD093,Electronics,5,26401,30,2025-03-25 08:46:51.736273,2,UPI
ORD0491,CUST194,PROD133,Electronics,4,27929,5,2025-05-03 08:46:51.736024,9,UPI
ORD0492,CUST057,PROD060,Grocery,2,977,5,2026-02-15 08:46:51.735379,2,UPI
ORD0493,CUST178,PROD193,Grocery,3,933,10,2024-03-27 08:46:51.735951,3,UPI
ORD0494,CUST286,PROD057,Home,3,3365,5,2026-08-12 08:46:51.736455,6,Card
ORD0495,CUST259,PROD135,Grocery,4,442,5,2025-01-10 08:46:51.736338,2,COD
ORD0496,CUST285,PROD053,Grocery,5,1309,5,2026-08-09 08:46:51.736451,8,UPI
ORD0497,CUST126,PROD114,Fashion,2,888,5,2025-07-01 08:46:51.735723,9,COD
ORD0498,CUST009,PROD058,Electronics,2,72060,5,2025-07-18 08:46:51.735166,8,Card
ORD0499,CUST026,PROD062,Home,1,4002,5,2026-03-26 08:46:51.735241,5,Card
ORD0500,CUST149,PROD010,Grocery,4,1739,10,2025-10-20 08:46:51.735822,8,Card
ORD0501,CUST050,PROD192,Home,1,2558,0,2025-11-11 08:46:51.735348,7,Card
ORD0502,CUST111,PROD003,Electronics,5,20381,5,2025-11-20 08:46:51.735657,9,Card
ORD0503,CUST171,PROD099,Grocery,5,1229,20,2024-07-20 08:46:51.735920,4,COD
ORD0504,CUST218,PROD073,Electronics,2,49570,20,2026-06-05 08:46:51.736127,4,UPI
ORD0505,CUST044,PROD053,Fashion,5,4928,20,2026-03-27 08:46:51.735322,7,UPI
ORD0506,CUST015,PROD054,Fashion,2,1988,5,2026-07-16 08:46:51.735193,5,COD
ORD0507,CUST208,PROD196,Fashion,3,785,10,2025-12-23 08:46:51.736084,2,Card
ORD0508,CUST135,PROD085,Grocery,2,1902,10,2025-08-27 08:46:51.735762,9,UPI
ORD0509,CUST201,PROD141,Home,3,10610,5,2025-02-06 08:46:51.736054,8,UPI
ORD0510,CUST063,PROD157,Electronics,5,46114,20,2026-06-06 08:46:51.735405,3,UPI
ORD0511,CUST241,PROD047,Fashion,1,1398,30,2025-09-10 08:46:51.736260,4,UPI
ORD0512,CUST192,PROD137,Home,3,3544,10,2025-07-04 08:46:51.736015,2,UPI
ORD0513,CUST183,PROD177,Grocery,3,598,0,2025-11-19 08:46:51.735972,8,UPI
ORD0514,CUST015,PROD166,Grocery,5,908,10,2026-08-31 08:46:51.735193,9,Card
ORD0515,CUST073,PROD129,Home,4,6627,5,2025-10-14 08:46:51.735452,9,UPI
ORD0516,CUST251,PROD085,Grocery,2,577,0,2025-11-11 08:46:51.736304,6,Card
ORD0517,CUST247,PROD080,Electronics,4,34478,20,2026-05-15 08:46:51.736286,3,COD
ORD0518,CUST083,PROD059,Electronics,4,30765,30,2026-01-10 08:46:51.735496,7,COD
ORD0519,CUST295,PROD030,Electronics,2,31058,20,2025-09-23 08:46:51.736494,4,UPI
ORD0520,CUST023,PROD142,Fashion,4,1765,0,2025-01-07 08:46:51.735228,6,UPI
ORD0521,CUST148,PROD044,Electronics,2,57952,30,2026-06-02 08:46:51.735818,7,COD
ORD0522,CUST298,PROD187,Electronics,1,49728,30,2025-06-23 08:46:51.736507,2,UPI
ORD0523,CUST200,PROD105,Home,4,9572,20,2026-10-09 08:46:51.736049,9,UPI
ORD0524,CUST017,PROD174,Fashion,4,4942,10,2026-08-08 08:46:51.735202,8,Card
ORD0525,CUST009,PROD056,Fashion,2,2452,20,2025-04-25 08:46:51.735166,8,Card
ORD0526,CUST294,PROD136,Grocery,2,300,30,2025-08-12 08:46:51.736490,9,UPI
ORD0527,CUST298,PROD174,Fashion,5,3745,20,2025-02-10 08:46:51.736507,6,UPI
ORD0528,CUST049,PROD051,Home,5,10733,0,2025-12-24 08:46:51.735344,7,Card
ORD0529,CUST266,PROD132,Grocery,3,263,5,2025-01-13 08:46:51.736368,5,COD
ORD0530,CUST090,PROD196,Fashion,3,2605,20,2025-09-28 08:46:51.735565,5,COD
ORD0531,CUST011,PROD183,Grocery,5,377,0,2025-10-10 08:46:51.735175,5,UPI
ORD0532,CUST111,PROD146,Home,1,11216,30,2026-03-14 08:46:51.735657,4,UPI
ORD0533,CUST217,PROD052,Electronics,4,20145,5,2025-01-06 08:46:51.736123,9,UPI
ORD0534,CUST235,PROD161,Grocery,4,318,30,2024-12-06 08:46:51.736200,9,Card
ORD0535,CUST088,PROD077,Home,1,2875,10,2025-04-20 08:46:51.735557,9,UPI
ORD0536,CUST009,PROD062,Fashion,1,2849,0,2025-01-04 08:46:51.735166,2,UPI
ORD0537,CUST234,PROD087,Fashion,5,4982,10,2025-04-24 08:46:51.736196,4,UPI
ORD0538,CUST282,PROD100,Fashion,1,4222,5,2025-11-14 08:46:51.736438,6,COD
ORD0539,CUST128,PROD180,Electronics,1,69677,10,2025-06-14 08:46:51.735731,6,UPI
ORD0540,CUST100,PROD188,Fashion,3,3016,20,2024-10-05 08:46:51.735609,3,UPI
ORD0541,CUST070,PROD078,Grocery,3,649,30,2024-06-14 08:46:51.735439,2,COD
ORD0542,CUST286,PROD075,Home,2,10370,30,2026-03-18 08:46:51.736455,6,Card
ORD0543,CUST296,PROD186,Grocery,5,887,10,2026-08-05 08:46:51.736498,5,UPI
ORD0544,CUST142,PROD150,Grocery,3,535,5,2025-10-24 08:46:51.735792,8,UPI
ORD0545,CUST019,PROD152,Home,2,3626,10,2025-09-20 08:46:51.735211,6,Card
ORD0546,CUST022,PROD156,Grocery,4,805,0,2025-04-29 08:46:51.735223,9,Card
ORD0547,CUST139,PROD104,Home,1,1251,30,2025-08-22 08:46:51.735779,7,UPI
ORD0548,CUST139,PROD105,Grocery,4,387,20,2025-01-04 08:46:51.735779,3,COD
ORD0549,CUST178,PROD194,Grocery,5,1804,20,2025-03-15 08:46:51.735951,2,UPI
ORD0550,CUST102,PROD039,Electronics,1,71108,0,2025-08-27 08:46:51.735618,4,UPI
ORD0551,CUST298,PROD112,Home,4,9635,0,2025-06-25 08:46:51.736507,4,Card
ORD0552,CUST291,PROD189,Home,4,7229,30,2025-05-24 08:46:51.736477,2,COD
ORD0553,CUST113,PROD177,Fashion,3,3068,5,2026-05-08 08:46:51.735666,3,UPI
ORD0554,CUST125,PROD112,Home,1,12291,10,2025-12-28 08:46:51.735718,8,UPI
ORD0555,CUST054,PROD068,Home,4,2139,5,2026-03-12 08:46:51.735366,5,UPI
ORD0556,CUST195,PROD030,Grocery,2,1875,10,2025-08-18 08:46:51.736028,4,UPI
ORD0557,CUST104,PROD176,Home,1,2734,0,2024-12-24 08:46:51.735627,2,Card
ORD0558,CUST077,PROD067,Grocery,5,784,0,2025-06-03 08:46:51.735469,5,UPI
ORD0559,CUST127,PROD069,Grocery,5,1192,30,2025-07-23 08:46:51.735727,7,Card
ORD0560,CUST230,PROD117,Fashion,3,513,5,2025-09-30 08:46:51.736178,9,UPI
ORD0561,CUST251,PROD048,Grocery,3,1753,0,2025-08-09 08:46:51.736304,9,UPI
ORD0562,CUST299,PROD107,Fashion,5,1907,5,2024-05-02 08:46:51.736511,4,Card
ORD0563,CUST121,PROD106,Fashion,5,3885,10,2024-12-23 08:46:51.735700,6,UPI
ORD0564,CUST207,PROD198,Electronics,4,36487,5,2026-04-02 08:46:51.736080,6,Card
ORD0565,CUST074,PROD099,Grocery,1,125,30,2024-10-10 08:46:51.735456,2,UPI
ORD0566,CUST159,PROD103,Grocery,5,420,0,2025-08-19 08:46:51.735868,6,COD
ORD0567,CUST293,PROD038,Fashion,3,2570,30,2025-09-27 08:46:51.736485,4,Card
ORD0568,CUST175,PROD157,Electronics,4,30833,20,2025-08-04 08:46:51.735938,6,Card
ORD0569,CUST159,PROD170,Home,2,7715,30,2026-02-08 08:46:51.735868,7,Card
